TransactionID,Branch,Product,Channel,IncomeBand,OfferType,FeeType,CustomerID,TransactionDate,TransactionValue,RevenueFee,NPSCategory
46280,Madrid,Checking Account,Online,High Income,Others,Insurance Fees,8922,26/04/2024,3794,143,Detractor
46281,Murcia,Savings Account,Mobile,Middle Income,Student,Credit Card Fees,1661,06/09/2023,3612,496,Detractor
46282,Valencia,Credit Card,Online,Low Income,Others,Insurance Fees,3613,08/04/2024,4019,462,Passive
46283,Murcia,Checking Account,Branch,High Income,Student,Insurance Fees,8380,14/06/2024,2901,61,Detractor
46284,Valencia,Checking Account,Mobile,Middle Income,Business,Credit Card Fees,1733,12/09/2024,9393,275,Passive
46285,Zaragoza,Credit Card,ATM,Low Income,Student,Insurance Fees,3685,14/04/2023,2952,352,Detractor
46286,Murcia,Mortgage,ATM,Middle Income,Business,Insurance Fees,5786,20/03/2023,5346,257,Passive
46287,Murcia,Savings Account,ATM,Low Income,Platinum,Insurance Fees,2832,13/12/2024,1350,70,Detractor
46288,Murcia,Checking Account,Branch,Low Income,Business,Late Payment Fees,7511,03/04/2024,3915,115,Detractor
46289,Malaga,Mortgage,Online,Low Income,Others,Credit Card Fees,7394,11/02/2023,497,14,Detractor
46290,Bilbao,Checking Account,Online,Middle Income,Business,Credit Card Fees,4955,09/02/2023,806,87,Detractor
46291,Malaga,Checking Account,Branch,Middle Income,Business,Late Payment Fees,1476,16/09/2023,4433,230,Promoter
46292,Valencia,Checking Account,Mobile,Middle Income,Others,Late Payment Fees,7373,20/04/2024,6976,62,Passive
46293,Valencia,Mortgage,ATM,High Income,Business,Late Payment Fees,6663,23/05/2023,8671,36,Promoter
46294,Valencia,Loan,Online,Middle Income,Student,Credit Card Fees,6404,22/12/2024,9648,99,Passive
46295,Bilbao,Savings Account,ATM,Middle Income,Business,Insurance Fees,9143,31/12/2024,2876,273,Detractor
46296,Valencia,Savings Account,ATM,Middle Income,Student,Insurance Fees,4513,15/03/2024,2107,454,Promoter
46297,Malaga,Loan,Branch,High Income,Platinum,Insurance Fees,4801,13/02/2024,6147,299,Detractor
46298,Barcelona,Checking Account,ATM,Low Income,Platinum,Late Payment Fees,3418,11/10/2023,9945,293,Passive
46299,Malaga,Loan,Branch,Low Income,Student,Credit Card Fees,7067,23/06/2023,3698,155,Passive
46300,Barcelona,Credit Card,ATM,Middle Income,Student,Late Payment Fees,2424,25/12/2023,7005,150,Detractor
46301,Murcia,Credit Card,Mobile,Middle Income,Student,Credit Card Fees,9842,18/07/2023,4334,253,Promoter
46302,Madrid,Mortgage,Mobile,High Income,Others,Late Payment Fees,3173,19/12/2024,2342,90,Detractor
46303,Barcelona,Mortgage,Online,Low Income,Platinum,Insurance Fees,6269,29/08/2023,3980,132,Promoter
46304,Zaragoza,Credit Card,Branch,Middle Income,Others,Credit Card Fees,5829,07/11/2023,3306,380,Promoter
46305,Valencia,Loan,Online,Middle Income,Platinum,Credit Card Fees,2281,18/03/2023,3422,126,Detractor
46306,Bilbao,Mortgage,Online,Low Income,Business,Credit Card Fees,9869,14/01/2024,3219,222,Detractor
46307,Barcelona,Loan,Mobile,High Income,Others,Credit Card Fees,3814,01/06/2023,3043,217,Detractor
46308,Bilbao,Mortgage,ATM,Middle Income,Others,Insurance Fees,5939,08/01/2024,7431,393,Passive
46309,Valencia,Savings Account,Mobile,Middle Income,Business,Insurance Fees,1997,06/02/2023,774,356,Detractor
46310,Madrid,Loan,Online,Middle Income,Others,Late Payment Fees,3136,20/09/2024,1571,113,Passive
46311,Malaga,Credit Card,Mobile,High Income,Business,Late Payment Fees,1535,21/09/2024,144,262,Promoter
46312,Valencia,Credit Card,ATM,Middle Income,Business,Insurance Fees,9854,25/06/2024,1824,44,Passive
46313,Bilbao,Mortgage,Branch,Low Income,Others,Credit Card Fees,8738,01/10/2024,456,149,Passive
46314,Zaragoza,Loan,ATM,Middle Income,Student,Insurance Fees,4970,20/09/2024,8403,241,Detractor
46315,Madrid,Checking Account,ATM,High Income,Platinum,Late Payment Fees,6984,31/08/2024,8848,151,Detractor
46316,Valencia,Credit Card,Branch,Middle Income,Business,Late Payment Fees,5496,19/06/2023,8452,267,Passive
46317,Barcelona,Credit Card,Branch,High Income,Others,Insurance Fees,4633,24/05/2023,6543,43,Detractor
46318,Zaragoza,Loan,ATM,Low Income,Business,Insurance Fees,8205,04/06/2023,5934,164,Promoter
46319,Valencia,Loan,Mobile,Middle Income,Platinum,Late Payment Fees,5361,26/06/2023,5078,458,Promoter
46320,Madrid,Mortgage,ATM,High Income,Business,Credit Card Fees,7576,16/08/2023,4554,478,Detractor
46321,Bilbao,Checking Account,Branch,Middle Income,Others,Insurance Fees,9731,12/08/2024,8426,299,Promoter
46322,Malaga,Credit Card,ATM,Middle Income,Student,Insurance Fees,8420,09/06/2023,9637,6,Promoter
46323,Barcelona,Loan,Branch,Middle Income,Business,Insurance Fees,1971,01/08/2023,766,73,Detractor
46324,Malaga,Credit Card,Branch,High Income,Business,Late Payment Fees,8135,30/12/2023,5420,243,Detractor
46325,Madrid,Checking Account,ATM,Middle Income,Platinum,Insurance Fees,3099,29/05/2024,405,445,Detractor
46326,Murcia,Savings Account,Branch,High Income,Business,Late Payment Fees,3008,08/01/2024,7263,24,Detractor
46327,Malaga,Savings Account,Branch,Low Income,Others,Late Payment Fees,9908,09/05/2023,6003,435,Promoter
46328,Valencia,Checking Account,Online,High Income,Others,Late Payment Fees,9043,25/09/2023,5929,469,Promoter
46329,Zaragoza,Loan,Online,Low Income,Student,Late Payment Fees,9512,08/11/2023,2899,116,Detractor
46330,Zaragoza,Savings Account,Mobile,Middle Income,Business,Credit Card Fees,5590,05/04/2024,3185,24,Detractor
46331,Barcelona,Loan,ATM,Low Income,Student,Insurance Fees,3942,13/03/2024,6887,440,Passive
46332,Malaga,Mortgage,Online,High Income,Others,Credit Card Fees,2514,15/01/2023,4365,213,Promoter
46333,Madrid,Credit Card,Online,Middle Income,Platinum,Late Payment Fees,8584,29/05/2024,146,149,Detractor
46334,Barcelona,Mortgage,Online,Middle Income,Business,Late Payment Fees,9750,31/10/2024,9129,479,Detractor
46335,Madrid,Savings Account,ATM,Middle Income,Business,Insurance Fees,3110,25/11/2023,2900,332,Passive
46336,Madrid,Savings Account,Branch,Low Income,Business,Insurance Fees,1136,18/07/2023,9060,248,Passive
46337,Zaragoza,Loan,Branch,Middle Income,Student,Credit Card Fees,7048,06/06/2023,576,277,Promoter
46338,Bilbao,Savings Account,Branch,High Income,Business,Credit Card Fees,4576,09/09/2024,8098,152,Detractor
46339,Zaragoza,Loan,Mobile,Low Income,Student,Late Payment Fees,5894,05/03/2023,4440,102,Detractor
46340,Bilbao,Checking Account,Online,Low Income,Platinum,Insurance Fees,6717,30/03/2024,1475,484,Detractor
46341,Barcelona,Savings Account,Mobile,High Income,Others,Late Payment Fees,9890,28/05/2024,965,425,Passive
46342,Barcelona,Checking Account,ATM,High Income,Platinum,Insurance Fees,5657,12/12/2023,9998,497,Promoter
46343,Barcelona,Checking Account,Online,Middle Income,Business,Credit Card Fees,4276,20/07/2023,5384,17,Detractor
46344,Madrid,Credit Card,Branch,Low Income,Business,Late Payment Fees,1843,22/06/2023,3867,269,Detractor
46345,Murcia,Loan,Mobile,Low Income,Others,Insurance Fees,6722,21/03/2024,1770,499,Passive
46346,Zaragoza,Checking Account,ATM,Middle Income,Others,Late Payment Fees,3736,30/12/2024,7854,84,Detractor
46347,Madrid,Credit Card,Branch,Low Income,Others,Late Payment Fees,7589,23/01/2023,568,64,Passive
46348,Zaragoza,Savings Account,Branch,High Income,Business,Insurance Fees,6519,22/06/2024,5871,190,Detractor
46349,Madrid,Savings Account,Online,Low Income,Others,Late Payment Fees,4114,22/06/2024,3238,178,Detractor
46350,Zaragoza,Checking Account,Mobile,High Income,Student,Insurance Fees,3681,01/02/2024,5234,379,Passive
46351,Valencia,Savings Account,Branch,Middle Income,Others,Insurance Fees,5137,09/04/2024,8049,66,Promoter
46352,Zaragoza,Loan,Mobile,Low Income,Business,Credit Card Fees,6058,02/09/2023,196,83,Detractor
46353,Valencia,Savings Account,ATM,Middle Income,Student,Late Payment Fees,1145,04/07/2023,599,296,Promoter
46354,Bilbao,Mortgage,Online,Middle Income,Business,Credit Card Fees,5276,23/05/2024,7013,308,Passive
46355,Zaragoza,Savings Account,Mobile,Low Income,Student,Insurance Fees,7329,14/05/2023,3420,294,Detractor
46356,Bilbao,Checking Account,Online,High Income,Student,Insurance Fees,5434,02/08/2023,3174,138,Detractor
46357,Murcia,Credit Card,ATM,Middle Income,Platinum,Credit Card Fees,1477,21/06/2024,4773,304,Passive
46358,Malaga,Loan,Branch,Low Income,Student,Insurance Fees,1915,13/12/2023,695,494,Promoter
46359,Malaga,Loan,Mobile,Low Income,Business,Late Payment Fees,8107,05/01/2023,7888,418,Promoter
46360,Valencia,Credit Card,Branch,High Income,Student,Late Payment Fees,1090,14/10/2023,5273,188,Passive
46361,Zaragoza,Loan,Online,Middle Income,Others,Late Payment Fees,8050,08/12/2023,1028,125,Detractor
46362,Malaga,Checking Account,Mobile,High Income,Platinum,Insurance Fees,7622,03/05/2024,5996,354,Detractor
46363,Bilbao,Checking Account,Branch,High Income,Others,Late Payment Fees,4161,06/04/2023,7536,38,Detractor
46364,Malaga,Credit Card,Branch,Middle Income,Business,Credit Card Fees,3971,05/04/2023,3170,115,Passive
46365,Malaga,Checking Account,Online,High Income,Student,Credit Card Fees,5791,16/09/2023,2719,339,Detractor
46366,Madrid,Mortgage,Branch,Middle Income,Platinum,Credit Card Fees,1803,08/12/2024,447,80,Detractor
46367,Malaga,Checking Account,Mobile,High Income,Others,Insurance Fees,5719,25/01/2023,8564,258,Detractor
46368,Bilbao,Loan,ATM,Middle Income,Student,Credit Card Fees,8893,07/10/2023,7365,221,Passive
46369,Malaga,Credit Card,Branch,Low Income,Platinum,Insurance Fees,1288,04/12/2023,5173,132,Detractor
46370,Zaragoza,Mortgage,Online,Middle Income,Student,Insurance Fees,9550,19/01/2024,1959,448,Detractor
46371,Malaga,Checking Account,Online,Middle Income,Platinum,Credit Card Fees,1354,30/01/2024,1477,135,Detractor
46372,Murcia,Mortgage,Mobile,Low Income,Business,Credit Card Fees,7449,03/02/2023,157,247,Promoter
46373,Malaga,Savings Account,ATM,Low Income,Platinum,Credit Card Fees,9185,29/07/2024,2141,278,Detractor
46374,Valencia,Savings Account,ATM,Middle Income,Others,Late Payment Fees,2098,04/01/2024,4571,12,Promoter
46375,Madrid,Mortgage,Online,High Income,Student,Late Payment Fees,1408,14/02/2023,5039,433,Detractor
46376,Barcelona,Savings Account,ATM,High Income,Student,Insurance Fees,8209,31/01/2023,3401,99,Detractor
46377,Bilbao,Savings Account,ATM,High Income,Platinum,Late Payment Fees,3228,25/06/2023,4617,381,Passive
46378,Malaga,Savings Account,Mobile,High Income,Others,Late Payment Fees,7318,13/03/2023,5774,374,Detractor
46379,Malaga,Credit Card,ATM,Low Income,Student,Late Payment Fees,8475,09/08/2023,2165,456,Detractor
46380,Zaragoza,Credit Card,Branch,High Income,Platinum,Late Payment Fees,3962,25/04/2024,5973,492,Detractor
46381,Barcelona,Savings Account,ATM,Low Income,Others,Credit Card Fees,9701,04/06/2024,1311,265,Passive
46382,Zaragoza,Loan,Mobile,High Income,Business,Late Payment Fees,7264,14/02/2023,6952,141,Promoter
46383,Valencia,Savings Account,Online,Middle Income,Business,Credit Card Fees,5386,31/03/2024,9702,365,Detractor
46384,Barcelona,Savings Account,Branch,Middle Income,Business,Insurance Fees,2667,02/04/2024,9988,342,Promoter
46385,Madrid,Savings Account,Mobile,High Income,Platinum,Credit Card Fees,8408,01/12/2023,3217,140,Promoter
46386,Bilbao,Loan,Branch,Middle Income,Business,Credit Card Fees,5969,05/05/2024,699,38,Passive
46387,Bilbao,Loan,Online,Low Income,Others,Credit Card Fees,5989,26/12/2024,9943,24,Passive
46388,Bilbao,Savings Account,Mobile,Middle Income,Business,Insurance Fees,5341,28/06/2024,994,31,Detractor
46389,Valencia,Checking Account,Online,Low Income,Business,Credit Card Fees,1855,19/01/2023,7324,294,Detractor
46390,Valencia,Mortgage,Branch,Middle Income,Others,Credit Card Fees,3821,28/06/2023,8382,131,Detractor
46391,Malaga,Credit Card,Online,Middle Income,Platinum,Credit Card Fees,8864,30/03/2023,7004,123,Detractor
46392,Madrid,Mortgage,Online,Middle Income,Platinum,Credit Card Fees,1375,03/08/2023,3014,422,Passive
46393,Bilbao,Credit Card,Mobile,Middle Income,Others,Credit Card Fees,1173,30/08/2023,9947,233,Detractor
46394,Bilbao,Mortgage,Branch,Low Income,Student,Insurance Fees,1359,22/10/2023,9114,272,Passive
46395,Malaga,Loan,Online,Middle Income,Others,Late Payment Fees,7367,04/03/2024,9978,403,Detractor
46396,Madrid,Savings Account,Branch,Middle Income,Others,Credit Card Fees,4540,29/09/2023,4432,190,Detractor
46397,Barcelona,Credit Card,Mobile,High Income,Student,Late Payment Fees,9892,15/06/2023,467,191,Passive
46398,Madrid,Savings Account,Online,Middle Income,Student,Insurance Fees,3009,18/04/2024,8272,468,Passive
46399,Madrid,Savings Account,ATM,Middle Income,Platinum,Insurance Fees,1384,07/06/2024,9891,464,Detractor
46400,Zaragoza,Loan,Online,Low Income,Business,Credit Card Fees,7619,21/08/2024,1777,398,Promoter
46401,Madrid,Credit Card,Online,Low Income,Student,Credit Card Fees,5401,29/09/2024,7408,197,Detractor
46402,Murcia,Checking Account,Mobile,Middle Income,Platinum,Late Payment Fees,1748,14/07/2023,1562,256,Promoter
46403,Valencia,Loan,Online,Middle Income,Others,Late Payment Fees,9384,30/08/2024,9095,424,Detractor
46404,Madrid,Savings Account,Mobile,Middle Income,Others,Late Payment Fees,4265,22/03/2024,8006,427,Detractor
46405,Zaragoza,Credit Card,Online,Low Income,Platinum,Insurance Fees,6203,26/03/2024,6501,24,Detractor
46406,Barcelona,Loan,Mobile,High Income,Platinum,Late Payment Fees,1972,11/08/2023,6107,252,Detractor
46407,Murcia,Loan,ATM,High Income,Student,Credit Card Fees,4616,19/04/2023,7252,142,Passive
46408,Zaragoza,Checking Account,Branch,Low Income,Student,Credit Card Fees,5721,30/09/2023,9800,369,Detractor
46409,Zaragoza,Mortgage,Mobile,Low Income,Student,Insurance Fees,7804,26/08/2023,3002,427,Promoter
46410,Malaga,Credit Card,ATM,Low Income,Platinum,Credit Card Fees,8108,31/05/2024,4532,385,Passive
46411,Zaragoza,Credit Card,Branch,Low Income,Others,Late Payment Fees,7333,18/03/2023,4839,202,Detractor
46412,Zaragoza,Credit Card,ATM,High Income,Student,Insurance Fees,7651,19/03/2023,8366,281,Detractor
46413,Bilbao,Credit Card,Mobile,Low Income,Platinum,Late Payment Fees,9484,30/11/2024,5568,409,Passive
46414,Valencia,Mortgage,ATM,High Income,Others,Late Payment Fees,1977,04/08/2024,1485,387,Promoter
46415,Malaga,Loan,Branch,Middle Income,Others,Credit Card Fees,5050,04/05/2023,7393,84,Detractor
46416,Malaga,Loan,Online,High Income,Platinum,Credit Card Fees,6627,24/05/2023,1297,93,Detractor
46417,Bilbao,Mortgage,Branch,Low Income,Business,Insurance Fees,4862,27/03/2024,6043,103,Detractor
46418,Murcia,Loan,ATM,Middle Income,Others,Insurance Fees,6076,03/07/2024,5676,46,Promoter
46419,Bilbao,Mortgage,Online,Low Income,Others,Insurance Fees,8588,13/03/2023,3883,300,Detractor
46420,Malaga,Mortgage,Online,Low Income,Platinum,Insurance Fees,4405,11/10/2023,2082,199,Passive
46421,Murcia,Loan,Online,High Income,Business,Late Payment Fees,8493,12/03/2024,1099,375,Detractor
46422,Malaga,Loan,Branch,High Income,Business,Credit Card Fees,6218,11/12/2024,3401,492,Passive
46423,Madrid,Mortgage,ATM,Middle Income,Student,Late Payment Fees,1104,18/03/2024,8277,77,Detractor
46424,Murcia,Checking Account,ATM,High Income,Student,Insurance Fees,5225,18/07/2024,7389,406,Passive
46425,Malaga,Savings Account,Mobile,High Income,Others,Late Payment Fees,9775,25/03/2024,811,148,Detractor
46426,Bilbao,Credit Card,Branch,Low Income,Platinum,Credit Card Fees,1013,22/06/2023,1106,334,Passive
46427,Malaga,Mortgage,Mobile,Low Income,Student,Late Payment Fees,4698,15/10/2023,8197,293,Detractor
46428,Bilbao,Loan,Online,High Income,Business,Insurance Fees,1368,23/03/2024,8160,96,Promoter
46429,Murcia,Mortgage,Mobile,Middle Income,Platinum,Insurance Fees,8944,16/10/2023,8777,410,Detractor
46430,Bilbao,Loan,ATM,Middle Income,Business,Late Payment Fees,5398,25/10/2023,9369,288,Detractor
46431,Murcia,Mortgage,Online,Middle Income,Student,Insurance Fees,6298,18/03/2024,7885,273,Promoter
46432,Zaragoza,Loan,Online,Middle Income,Others,Credit Card Fees,6337,11/03/2023,4704,23,Passive
46433,Valencia,Checking Account,ATM,High Income,Platinum,Credit Card Fees,9018,27/02/2024,9487,341,Detractor
46434,Barcelona,Savings Account,Online,High Income,Student,Late Payment Fees,3073,16/06/2024,2455,298,Detractor
46435,Murcia,Loan,Mobile,Middle Income,Student,Late Payment Fees,4740,09/01/2023,4152,312,Detractor
46436,Barcelona,Checking Account,ATM,Middle Income,Others,Insurance Fees,1528,08/02/2023,8418,202,Promoter
46437,Barcelona,Savings Account,Branch,Middle Income,Student,Late Payment Fees,7664,15/11/2024,7749,45,Detractor
46438,Zaragoza,Loan,Mobile,High Income,Student,Credit Card Fees,2096,25/05/2023,9362,299,Promoter
46439,Zaragoza,Credit Card,Online,Low Income,Platinum,Late Payment Fees,1687,30/11/2024,7299,17,Detractor
46440,Zaragoza,Mortgage,Branch,Middle Income,Platinum,Late Payment Fees,2210,06/07/2024,6917,219,Promoter
46441,Barcelona,Mortgage,Mobile,High Income,Student,Insurance Fees,6081,29/03/2024,8599,185,Detractor
46442,Zaragoza,Mortgage,Mobile,Low Income,Business,Credit Card Fees,5449,10/12/2024,1459,321,Passive
46443,Murcia,Loan,ATM,Low Income,Platinum,Insurance Fees,4688,29/11/2023,190,110,Detractor
46444,Barcelona,Credit Card,Online,High Income,Student,Insurance Fees,4403,11/01/2024,2599,308,Promoter
46445,Barcelona,Credit Card,ATM,Low Income,Platinum,Late Payment Fees,2485,10/11/2024,1696,303,Detractor
46446,Bilbao,Credit Card,Mobile,Middle Income,Others,Credit Card Fees,1311,10/11/2023,3513,127,Detractor
46447,Zaragoza,Savings Account,Online,Middle Income,Student,Credit Card Fees,2970,28/02/2024,557,291,Detractor
46448,Madrid,Loan,Online,High Income,Others,Late Payment Fees,3891,23/01/2023,3816,402,Detractor
46449,Zaragoza,Checking Account,Online,High Income,Student,Insurance Fees,3631,01/07/2024,5970,26,Passive
46450,Bilbao,Savings Account,Online,Middle Income,Business,Credit Card Fees,4031,07/07/2024,427,407,Detractor
46451,Bilbao,Loan,Mobile,High Income,Business,Late Payment Fees,1848,30/09/2023,7762,43,Promoter
46452,Valencia,Credit Card,Branch,Middle Income,Platinum,Late Payment Fees,5123,20/06/2024,4836,117,Detractor
46453,Valencia,Loan,Branch,Low Income,Platinum,Late Payment Fees,8527,23/07/2023,518,99,Detractor
46454,Barcelona,Credit Card,ATM,Middle Income,Business,Insurance Fees,3088,02/08/2024,722,321,Passive
46455,Zaragoza,Checking Account,Mobile,High Income,Others,Credit Card Fees,2773,22/06/2024,4720,240,Detractor
46456,Zaragoza,Credit Card,Mobile,Middle Income,Student,Late Payment Fees,6304,06/08/2024,6340,181,Promoter
46457,Malaga,Savings Account,Online,Low Income,Student,Credit Card Fees,6452,12/01/2023,3317,10,Detractor
46458,Barcelona,Loan,ATM,High Income,Platinum,Credit Card Fees,8416,23/08/2023,1179,296,Detractor
46459,Malaga,Mortgage,Online,Middle Income,Student,Credit Card Fees,6081,01/10/2023,3522,321,Detractor
46460,Valencia,Credit Card,Mobile,High Income,Student,Credit Card Fees,1017,06/06/2023,886,403,Detractor
46461,Zaragoza,Credit Card,Mobile,Middle Income,Business,Credit Card Fees,2342,17/02/2023,8547,251,Passive
46462,Malaga,Mortgage,ATM,High Income,Platinum,Insurance Fees,8229,10/03/2024,6056,469,Passive
46463,Madrid,Savings Account,ATM,Middle Income,Platinum,Late Payment Fees,3980,24/12/2023,1570,185,Passive
46464,Murcia,Checking Account,Branch,High Income,Business,Credit Card Fees,1698,31/01/2024,7142,200,Passive
46465,Valencia,Checking Account,Mobile,Low Income,Platinum,Late Payment Fees,8371,04/06/2023,3785,158,Passive
46466,Valencia,Savings Account,Online,High Income,Others,Insurance Fees,1158,21/03/2024,8932,178,Passive
46467,Bilbao,Loan,ATM,High Income,Student,Insurance Fees,2228,23/05/2023,960,313,Detractor
46468,Zaragoza,Checking Account,Online,Low Income,Platinum,Credit Card Fees,6760,18/10/2023,8618,228,Passive
46469,Valencia,Savings Account,Mobile,Low Income,Business,Credit Card Fees,3723,04/12/2023,4326,91,Passive
46470,Valencia,Credit Card,Mobile,High Income,Business,Credit Card Fees,4656,14/03/2024,4250,77,Detractor
46471,Malaga,Mortgage,Branch,High Income,Student,Insurance Fees,3274,29/06/2023,3816,11,Passive
46472,Madrid,Loan,ATM,High Income,Student,Late Payment Fees,7075,21/09/2023,8888,496,Detractor
46473,Barcelona,Loan,ATM,Middle Income,Platinum,Credit Card Fees,6329,05/07/2023,4712,39,Detractor
46474,Zaragoza,Credit Card,Branch,Middle Income,Student,Insurance Fees,7122,06/06/2024,7955,316,Detractor
46475,Murcia,Checking Account,Online,Low Income,Student,Insurance Fees,9498,21/04/2024,2121,383,Detractor
46476,Madrid,Loan,Branch,Middle Income,Business,Credit Card Fees,4882,16/01/2023,2228,349,Detractor
46477,Murcia,Mortgage,Branch,Low Income,Business,Credit Card Fees,3010,02/07/2023,1657,492,Passive
46478,Bilbao,Credit Card,Branch,Middle Income,Others,Insurance Fees,8758,23/07/2023,4114,429,Detractor
46479,Valencia,Loan,Mobile,Middle Income,Others,Credit Card Fees,2701,10/04/2023,4712,318,Detractor
46480,Malaga,Credit Card,Online,Low Income,Others,Late Payment Fees,5117,28/01/2024,678,156,Detractor
46481,Madrid,Checking Account,ATM,High Income,Student,Credit Card Fees,7736,25/05/2024,5372,274,Detractor
46482,Murcia,Savings Account,Mobile,High Income,Business,Credit Card Fees,3406,25/11/2023,9312,264,Detractor
46483,Zaragoza,Credit Card,ATM,Middle Income,Platinum,Insurance Fees,6823,29/09/2023,9891,28,Passive
46484,Bilbao,Checking Account,Branch,High Income,Platinum,Late Payment Fees,1295,26/10/2024,4702,337,Promoter
46485,Barcelona,Loan,Branch,Low Income,Platinum,Insurance Fees,7458,31/01/2023,3629,208,Promoter
46486,Bilbao,Loan,Mobile,Low Income,Business,Credit Card Fees,9906,25/07/2024,6029,51,Detractor
46487,Valencia,Checking Account,Online,Middle Income,Student,Late Payment Fees,3895,30/11/2023,9766,151,Promoter
46488,Valencia,Loan,Branch,Low Income,Others,Insurance Fees,7482,01/02/2024,430,448,Promoter
46489,Murcia,Loan,Mobile,Low Income,Others,Credit Card Fees,6075,16/02/2023,3767,89,Passive
46490,Murcia,Loan,Online,Low Income,Student,Credit Card Fees,5305,02/06/2023,464,133,Passive
46491,Bilbao,Checking Account,ATM,High Income,Student,Insurance Fees,7643,31/07/2023,6159,347,Promoter
46492,Murcia,Checking Account,Mobile,Middle Income,Business,Credit Card Fees,2169,11/11/2023,2548,192,Promoter
46493,Valencia,Credit Card,ATM,Low Income,Student,Late Payment Fees,8347,04/10/2023,420,489,Passive
46494,Bilbao,Mortgage,Online,Low Income,Others,Insurance Fees,2967,07/01/2024,5214,370,Detractor
46495,Bilbao,Savings Account,Mobile,Middle Income,Others,Insurance Fees,5213,14/12/2024,3461,221,Promoter
46496,Barcelona,Loan,Branch,Middle Income,Platinum,Credit Card Fees,4957,31/01/2024,8534,348,Passive
46497,Zaragoza,Mortgage,ATM,Low Income,Student,Late Payment Fees,6436,28/11/2024,7558,152,Promoter
46498,Zaragoza,Mortgage,Online,High Income,Others,Credit Card Fees,6908,14/08/2023,6037,64,Passive
46499,Murcia,Checking Account,Branch,High Income,Student,Credit Card Fees,4543,07/10/2024,6774,445,Promoter
46500,Murcia,Checking Account,Mobile,High Income,Student,Credit Card Fees,4458,15/11/2024,3293,363,Detractor
46501,Valencia,Mortgage,Branch,Low Income,Business,Insurance Fees,4904,19/01/2024,9294,188,Passive
46502,Valencia,Checking Account,Mobile,Low Income,Others,Insurance Fees,5133,27/03/2023,3386,15,Detractor
46503,Zaragoza,Credit Card,Mobile,Low Income,Student,Credit Card Fees,1311,29/04/2023,5426,442,Detractor
46504,Bilbao,Credit Card,ATM,High Income,Business,Credit Card Fees,3249,05/05/2023,3808,222,Detractor
46505,Madrid,Savings Account,Mobile,Middle Income,Others,Insurance Fees,8728,03/10/2024,3066,116,Detractor
46506,Malaga,Savings Account,Online,High Income,Others,Late Payment Fees,2385,20/04/2023,4908,217,Detractor
46507,Malaga,Savings Account,Online,High Income,Platinum,Credit Card Fees,2700,18/03/2023,781,467,Detractor
46508,Barcelona,Loan,ATM,High Income,Business,Credit Card Fees,3950,04/02/2024,4333,380,Passive
46509,Madrid,Credit Card,Mobile,Low Income,Student,Credit Card Fees,1516,29/03/2024,139,195,Promoter
46510,Barcelona,Loan,Online,Middle Income,Student,Insurance Fees,4184,20/12/2023,4761,373,Detractor
46511,Murcia,Credit Card,Branch,Middle Income,Others,Credit Card Fees,5416,18/09/2023,9739,169,Promoter
46512,Malaga,Mortgage,Online,Middle Income,Student,Late Payment Fees,2701,25/11/2023,6202,37,Detractor
46513,Barcelona,Loan,Mobile,Low Income,Platinum,Credit Card Fees,8684,02/10/2023,7180,143,Detractor
46514,Malaga,Savings Account,Branch,Middle Income,Platinum,Late Payment Fees,7874,06/07/2023,6413,10,Detractor
46515,Madrid,Credit Card,Online,High Income,Others,Insurance Fees,8108,18/06/2023,9355,400,Passive
46516,Barcelona,Savings Account,Branch,Low Income,Others,Late Payment Fees,2700,23/10/2024,2038,269,Detractor
46517,Madrid,Checking Account,Mobile,High Income,Platinum,Insurance Fees,8733,09/07/2023,9522,148,Detractor
46518,Zaragoza,Credit Card,Online,Middle Income,Platinum,Insurance Fees,4612,09/09/2024,496,301,Detractor
46519,Bilbao,Credit Card,ATM,Middle Income,Platinum,Insurance Fees,9502,21/09/2024,126,121,Detractor
46520,Valencia,Savings Account,Branch,Middle Income,Student,Late Payment Fees,5532,14/03/2023,8347,72,Detractor
46521,Zaragoza,Savings Account,ATM,Middle Income,Business,Late Payment Fees,7116,02/09/2023,3141,184,Passive
46522,Malaga,Savings Account,ATM,High Income,Others,Insurance Fees,4506,27/06/2024,1504,304,Detractor
46523,Valencia,Credit Card,ATM,Low Income,Student,Insurance Fees,6779,07/08/2023,2855,152,Detractor
46524,Zaragoza,Mortgage,Branch,Middle Income,Business,Late Payment Fees,2313,04/08/2023,4750,70,Detractor
46525,Zaragoza,Checking Account,Online,Low Income,Others,Late Payment Fees,1390,24/07/2023,5516,162,Detractor
46526,Madrid,Savings Account,Branch,High Income,Business,Insurance Fees,2366,04/10/2024,3821,20,Passive
46527,Valencia,Mortgage,Branch,Middle Income,Student,Late Payment Fees,1268,30/08/2023,1536,76,Detractor
46528,Zaragoza,Savings Account,Online,Low Income,Others,Insurance Fees,6264,15/01/2024,1532,147,Detractor
46529,Madrid,Credit Card,Mobile,Low Income,Business,Late Payment Fees,7524,01/03/2024,1439,391,Detractor
46530,Murcia,Mortgage,Online,High Income,Business,Insurance Fees,5910,02/10/2023,6167,35,Passive
46531,Valencia,Credit Card,Branch,Low Income,Platinum,Credit Card Fees,7065,11/07/2024,2376,164,Detractor
46532,Barcelona,Loan,Branch,Middle Income,Student,Late Payment Fees,4375,30/01/2023,5226,233,Promoter
